election_cycle_id,cycle_year,calendar_year,semester,party,performance_score,active_members,party_violations,party_win_rate,party_participation_rate,documents_last_year,party_avg_rebel_rate,committees_active,rank_by_performance,rank_by_discipline,percent_rank_performance,ntile_party_tier,prev_cycle_performance,prev_cycle_documents,stddev_performance,cycle_party_count,change_performance_pct,change_documents_pct,performance_trend,discipline_score,competitiveness_index
2014-2018,1,2014,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2014-2018,1,2014,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2026-2030,3,2028,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,3,2008,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,1,2002,annual,MP,63.75,24,150,29.65,85.37,217,0.04,0,33,101,0.2689075630252101,2,,,16.3318129904660479,120,,,baseline,60.01,27.50
2006-2010,4,2009,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,1,2002,annual,-,64.26,5,35,43.25,85.28,105,14.38,0,29,117,0.23529411764705882,1,,,16.3318129904660479,120,,,baseline,64.26,24.17
2026-2030,2,2027,annual,MP,63.75,24,150,29.65,85.37,217,0.04,0,33,101,0.2689075630252101,2,63.75,217,16.3318129904660479,120,0.00,0.00,stable,60.01,27.50
2026-2030,2,2027,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,3,2016,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,67.09,857,16.3318129904660479,120,0.00,0.00,stable,65.36,17.50
2018-2022,2,2019,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,4,2025,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,3,2024,annual,M,77.96,70,428,86.55,85.29,1304,0.00,16,1,1,0,1,77.96,1304,16.3318129904660479,120,0.00,0.00,stable,82.74,0.83
1998-2002,3,2000,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,3,2020,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,3,2024,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,2,2019,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1998-2002,1,1998,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,,,16.3318129904660479,120,,,baseline,65.36,17.50
2002-2006,2,2003,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2030-2034,1,2030,annual,-,64.26,5,35,43.25,85.28,105,14.38,0,8,30,0.2413793103448276,1,,,16.3318129904660479,30,,,baseline,64.26,26.67
2018-2022,3,2020,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,67.09,857,16.3318129904660479,120,0.00,0.00,stable,65.36,17.50
1998-2002,3,2000,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,2,2003,annual,MP,63.75,24,150,29.65,85.37,217,0.04,0,33,101,0.2689075630252101,2,63.75,217,16.3318129904660479,120,0.00,0.00,stable,60.01,27.50
2002-2006,3,2004,annual,L,75.82,19,127,78.06,85.24,203,0.00,0,9,1,0.06722689075630252,1,75.82,203,16.3318129904660479,120,0.00,0.00,stable,79.32,7.50
2002-2006,3,2004,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,4,2021,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,67.09,857,16.3318129904660479,120,0.00,0.00,stable,65.36,17.50
2006-2010,2,2007,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,1,2006,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2014-2018,4,2017,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,2,2003,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,2,2011,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,2,2019,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,4,2021,annual,L,75.82,19,127,78.06,85.24,203,0.00,0,9,1,0.06722689075630252,1,75.82,203,16.3318129904660479,120,0.00,0.00,stable,79.32,7.50
2002-2006,1,2002,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
1998-2002,1,1998,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
2026-2030,1,2026,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2014-2018,4,2017,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1998-2002,2,1999,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,1,2010,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2002-2006,4,2005,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,3,2012,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,1,1994,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2018-2022,1,2018,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
2010-2014,3,2012,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,2,1995,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,1,2010,annual,C,67.45,29,171,44.53,85.32,394,0.06,0,17,105,0.13445378151260504,1,,,16.3318129904660479,120,,,baseline,65.94,14.17
2006-2010,1,2006,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2022-2026,2,2023,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,1,1994,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,,,16.3318129904660479,120,,,baseline,65.36,17.50
2010-2014,2,2011,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,4,2025,annual,S,67.09,132,613,43.15,85.27,857,0.06,16,21,105,0.16806722689075632,1,67.09,857,16.3318129904660479,120,0.00,0.00,stable,65.36,17.50
2030-2034,1,2030,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,10,1,0.3103448275862069,4,,,16.3318129904660479,30,,,baseline,14.00,33.33
2018-2022,4,2021,annual,SD,72.27,80,389,63.79,85.29,687,0.02,0,13,97,0.10084033613445378,1,72.27,687,16.3318129904660479,120,0.00,0.00,stable,73.63,10.83
2002-2006,3,2004,annual,M,77.96,70,428,86.55,85.29,1304,0.00,0,1,1,0,1,77.96,1304,16.3318129904660479,120,0.00,0.00,stable,82.74,0.83
2010-2014,3,2012,annual,SD,72.27,80,389,63.79,85.29,687,0.02,0,13,97,0.10084033613445378,1,72.27,687,16.3318129904660479,120,0.00,0.00,stable,73.63,10.83
2018-2022,1,2018,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
2018-2022,1,2018,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
1998-2002,1,1998,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
2002-2006,2,2003,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,3,2024,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,2,2019,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,67.09,857,16.3318129904660479,120,0.00,0.00,stable,65.36,17.50
2014-2018,3,2016,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,2,2023,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,1,2010,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
2022-2026,1,2022,annual,M,77.96,70,428,86.55,85.29,1304,0.00,0,1,1,0,1,,,16.3318129904660479,120,,,baseline,82.74,0.83
2030-2034,1,2030,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,0,10,1,0.3103448275862069,2,,,16.3318129904660479,30,,,baseline,14.00,33.33
2018-2022,2,2019,annual,KD,76.81,20,165,81.96,85.28,387,0.01,0,5,93,0.03361344537815126,1,76.81,387,16.3318129904660479,120,0.00,0.00,stable,80.90,4.17
2002-2006,3,2004,annual,S,67.09,132,613,43.15,85.27,857,0.06,0,21,105,0.16806722689075632,1,67.09,857,16.3318129904660479,120,0.00,0.00,stable,65.36,17.50
2006-2010,4,2009,annual,C,67.45,29,171,44.53,85.32,394,0.06,0,17,105,0.13445378151260504,1,67.45,394,16.3318129904660479,120,0.00,0.00,stable,65.94,14.17
2026-2030,2,2027,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,1,2006,annual,L,75.82,19,127,78.06,85.24,203,0.00,0,9,1,0.06722689075630252,1,,,16.3318129904660479,120,,,baseline,79.32,7.50
2010-2014,1,2010,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2026-2030,1,2026,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
2018-2022,1,2018,annual,V,65.09,24,200,35.10,85.29,127,0.07,0,25,113,0.20168067226890757,1,,,16.3318129904660479,120,,,baseline,62.15,20.83
1994-1998,4,1997,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,2,2019,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2030-2034,1,2030,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,10,1,0.3103448275862069,3,,,16.3318129904660479,30,,,baseline,14.00,33.33
2026-2030,1,2026,annual,FI,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2022-2026,3,2024,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,4,2025,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,3,2024,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,1,2018,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2022-2026,2,2023,annual,SD,72.27,80,389,63.79,85.29,687,0.02,15,13,97,0.10084033613445378,1,72.27,687,16.3318129904660479,120,0.00,0.00,stable,73.63,10.83
2014-2018,4,2017,annual,C,67.45,29,171,44.53,85.32,394,0.06,0,17,105,0.13445378151260504,1,67.45,394,16.3318129904660479,120,0.00,0.00,stable,65.94,14.17
2010-2014,1,2010,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2002-2006,1,2002,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2006-2010,3,2008,annual,V,65.09,24,200,35.10,85.29,127,0.07,0,25,113,0.20168067226890757,1,65.09,127,16.3318129904660479,120,0.00,0.00,stable,62.15,20.83
2010-2014,1,2010,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2026-2030,1,2026,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2010-2014,2,2011,annual,SD,72.27,80,389,63.79,85.29,687,0.02,0,13,97,0.10084033613445378,1,72.27,687,16.3318129904660479,120,0.00,0.00,stable,73.63,10.83
1994-1998,2,1995,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,3,1996,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,4,2017,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,1,2006,annual,MP,63.75,24,150,29.65,85.37,217,0.04,0,33,101,0.2689075630252101,2,,,16.3318129904660479,120,,,baseline,60.01,27.50
2022-2026,1,2022,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,,,16.3318129904660479,120,,,baseline,14.00,30.83
1994-1998,3,1996,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,4,2009,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2026-2030,1,2026,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2022-2026,2,2023,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2026-2030,1,2026,annual,KD,76.81,20,165,81.96,85.28,387,0.01,15,5,93,0.03361344537815126,1,,,16.3318129904660479,120,,,baseline,80.90,4.17
2022-2026,2,2023,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,1,2006,annual,V,65.09,24,200,35.10,85.29,127,0.07,0,25,113,0.20168067226890757,1,,,16.3318129904660479,120,,,baseline,62.15,20.83
1994-1998,2,1995,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,4,1997,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2030-2034,1,2030,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,0,10,1,0.3103448275862069,4,,,16.3318129904660479,30,,,baseline,14.00,33.33
2018-2022,2,2019,annual,M,77.96,70,428,86.55,85.29,1304,0.00,0,1,1,0,1,77.96,1304,16.3318129904660479,120,0.00,0.00,stable,82.74,0.83
2010-2014,3,2012,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,3,2012,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,2,2015,annual,C,67.45,29,171,44.53,85.32,394,0.06,0,17,105,0.13445378151260504,1,67.45,394,16.3318129904660479,120,0.00,0.00,stable,65.94,14.17
2006-2010,4,2009,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,2,2015,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,4,2013,annual,MP,63.75,24,150,29.65,85.37,217,0.04,0,33,101,0.2689075630252101,2,63.75,217,16.3318129904660479,120,0.00,0.00,stable,60.01,27.50
2014-2018,2,2015,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2026-2030,2,2027,annual,SD,72.27,80,389,63.79,85.29,687,0.02,0,13,97,0.10084033613445378,1,72.27,687,16.3318129904660479,120,0.00,0.00,stable,73.63,10.83
1998-2002,3,2000,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,3,1996,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,2,2011,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,4,2009,annual,KD,76.81,20,165,81.96,85.28,387,0.01,0,5,93,0.03361344537815126,1,76.81,387,16.3318129904660479,120,0.00,0.00,stable,80.90,4.17
2002-2006,2,2003,annual,-,64.26,5,35,43.25,85.28,105,14.38,0,29,117,0.23529411764705882,1,64.26,105,16.3318129904660479,120,0.00,0.00,stable,64.26,24.17
2022-2026,1,2022,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2010-2014,1,2010,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
1998-2002,4,2001,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,4,2005,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,3,2016,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,4,2017,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,4,2017,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,4,2005,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,3,1996,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,3,2012,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2014-2018,4,2017,annual,M,77.96,70,428,86.55,85.29,1304,0.00,0,1,1,0,1,77.96,1304,16.3318129904660479,120,0.00,0.00,stable,82.74,0.83
1998-2002,4,2001,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1998-2002,1,1998,annual,KD,76.81,20,165,81.96,85.28,387,0.01,0,5,93,0.03361344537815126,1,,,16.3318129904660479,120,,,baseline,80.90,4.17
2026-2030,4,2029,annual,M,77.96,70,428,86.55,85.29,1304,0.00,0,1,1,0,1,77.96,1304,16.3318129904660479,120,0.00,0.00,stable,82.74,0.83
2026-2030,4,2029,annual,-,64.26,5,35,43.25,85.28,105,14.38,0,29,117,0.23529411764705882,2,64.26,105,16.3318129904660479,120,0.00,0.00,stable,64.26,24.17
2026-2030,2,2027,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,2,2023,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,15,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1998-2002,3,2000,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,4,2009,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2002-2006,4,2005,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,4,2021,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2010-2014,3,2012,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2022-2026,3,2024,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,16,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,1,1994,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,,,16.3318129904660479,120,,,baseline,14.00,30.83
2030-2034,1,2030,annual,C,67.45,29,171,44.53,85.32,394,0.06,0,5,27,0.13793103448275862,1,,,16.3318129904660479,30,,,baseline,65.94,16.67
2006-2010,3,2008,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,2,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2030-2034,1,2030,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,10,1,0.3103448275862069,4,,,16.3318129904660479,30,,,baseline,14.00,33.33
2002-2006,1,2002,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,,,16.3318129904660479,120,,,baseline,14.00,30.83
2026-2030,1,2026,annual,SD,72.27,80,389,63.79,85.29,687,0.02,15,13,97,0.10084033613445378,1,,,16.3318129904660479,120,,,baseline,73.63,10.83
1998-2002,2,1999,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2006-2010,3,2008,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1998-2002,4,2001,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
2018-2022,2,2019,annual,SD,72.27,80,389,63.79,85.29,687,0.02,0,13,97,0.10084033613445378,1,72.27,687,16.3318129904660479,120,0.00,0.00,stable,73.63,10.83
2010-2014,2,2011,annual,C,67.45,29,171,44.53,85.32,394,0.06,0,17,105,0.13445378151260504,1,67.45,394,16.3318129904660479,120,0.00,0.00,stable,65.94,14.17
2006-2010,3,2008,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,4,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
1994-1998,2,1995,annual,-,64.26,5,35,43.25,85.28,105,14.38,0,29,117,0.23529411764705882,1,64.26,105,16.3318129904660479,120,0.00,0.00,stable,64.26,24.17
1998-2002,2,1999,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,37,1,0.3025210084033613,3,35.00,0,16.3318129904660479,120,0.00,,stable,14.00,30.83
